,city,mean_1,min_1,max_1,p05_1,p995_1,mean_2,min_2,max_2,p05_2,p995_2,mean_3,min_3,max_3,p05_3,p995_3,mean_4,min_4,max_4,p05_4,p995_4
162,PORT-ELISABETH,0.1100159812928339,0.04034821689128876,1.6494101285934448,0.047490204758942126,0.29236168429255427,0.11875790403278252,0.06470153480768204,1.4937810897827148,0.0760299826413393,0.2614792902767644,0.13486196415246965,0.08904997259378433,1.3348182439804077,0.10172391135245562,0.25844480440020545,0.1738169417820208,0.025651030242443085,1.654329538345337,0.026945435497909783,0.3702515220642084
163,PORT-ELISABETH,0.1100159812928339,0.04034821689128876,1.6494101285934448,0.047490204758942126,0.29236168429255427,0.11875790403278252,0.06470153480768204,1.4937810897827148,0.0760299826413393,0.2614792902767644,0.13486196415246965,0.08904997259378433,1.3348182439804077,0.10172391135245562,0.25844480440020545,0.1738169417820208,0.025651030242443085,1.654329538345337,0.026945435497909783,0.3702515220642084
164,PORT-ELISABETH,0.1100159812928339,0.04034821689128876,1.6494101285934448,0.047490204758942126,0.29236168429255427,0.11875790403278252,0.06470153480768204,1.4937810897827148,0.0760299826413393,0.2614792902767644,0.13486196415246965,0.08904997259378433,1.3348182439804077,0.10172391135245562,0.25844480440020545,0.1738169417820208,0.025651030242443085,1.654329538345337,0.026945435497909783,0.3702515220642084
165,PORT-ELISABETH,0.1100159812928339,0.04034821689128876,1.6494101285934448,0.047490204758942126,0.29236168429255427,0.11875790403278252,0.06470153480768204,1.4937810897827148,0.0760299826413393,0.2614792902767644,0.13486196415246965,0.08904997259378433,1.3348182439804077,0.10172391135245562,0.25844480440020545,0.1738169417820208,0.025651030242443085,1.654329538345337,0.026945435497909783,0.3702515220642084
166,PORT-ELISABETH,0.1100159812928339,0.04034821689128876,1.6494101285934448,0.047490204758942126,0.29236168429255427,0.11875790403278252,0.06470153480768204,1.4937810897827148,0.0760299826413393,0.2614792902767644,0.13486196415246965,0.08904997259378433,1.3348182439804077,0.10172391135245562,0.25844480440020545,0.1738169417820208,0.025651030242443085,1.654329538345337,0.026945435497909783,0.3702515220642084
167,PORT-ELISABETH,0.1100159812928339,0.04034821689128876,1.6494101285934448,0.047490204758942126,0.29236168429255427,0.11875790403278252,0.06470153480768204,1.4937810897827148,0.0760299826413393,0.2614792902767644,0.13486196415246965,0.08904997259378433,1.3348182439804077,0.10172391135245562,0.25844480440020545,0.1738169417820208,0.025651030242443085,1.654329538345337,0.026945435497909783,0.3702515220642084
168,PORT-ELISABETH,0.1100159812928339,0.04034821689128876,1.6494101285934448,0.047490204758942126,0.29236168429255427,0.11875790403278252,0.06470153480768204,1.4937810897827148,0.0760299826413393,0.2614792902767644,0.13486196415246965,0.08904997259378433,1.3348182439804077,0.10172391135245562,0.25844480440020545,0.1738169417820208,0.025651030242443085,1.654329538345337,0.026945435497909783,0.3702515220642084
169,PORT-ELISABETH,0.1100159812928339,0.04034821689128876,1.6494101285934448,0.047490204758942126,0.29236168429255427,0.11875790403278252,0.06470153480768204,1.4937810897827148,0.0760299826413393,0.2614792902767644,0.13486196415246965,0.08904997259378433,1.3348182439804077,0.10172391135245562,0.25844480440020545,0.1738169417820208,0.025651030242443085,1.654329538345337,0.026945435497909783,0.3702515220642084
170,RIO-JANEIRO,0.1276387079501832,0.027553051710128784,1.0312650203704834,0.03914076829329133,0.448417199701069,0.13485776703207686,0.049225110560655594,0.8695388436317444,0.06277038149535656,0.4171793003380276,0.14197018933439476,0.069769486784935,0.8336613774299622,0.0818844635784626,0.39151595398783473,0.21447668365532158,0.018028102815151215,1.0026272535324097,0.022801680490374565,0.4699787129461748
171,RIO-JANEIRO,0.1276387079501832,0.027553051710128784,1.0312650203704834,0.03914076829329133,0.448417199701069,0.13485776703207686,0.049225110560655594,0.8695388436317444,0.06277038149535656,0.4171793003380276,0.14197018933439476,0.069769486784935,0.8336613774299622,0.0818844635784626,0.39151595398783473,0.21447668365532158,0.018028102815151215,1.0026272535324097,0.022801680490374565,0.4699787129461748
172,RIO-JANEIRO,0.1276387079501832,0.027553051710128784,1.0312650203704834,0.03914076829329133,0.448417199701069,0.13485776703207686,0.049225110560655594,0.8695388436317444,0.06277038149535656,0.4171793003380276,0.14197018933439476,0.069769486784935,0.8336613774299622,0.0818844635784626,0.39151595398783473,0.21447668365532158,0.018028102815151215,1.0026272535324097,0.022801680490374565,0.4699787129461748
173,RIO-JANEIRO,0.1276387079501832,0.027553051710128784,1.0312650203704834,0.03914076829329133,0.448417199701069,0.13485776703207686,0.049225110560655594,0.8695388436317444,0.06277038149535656,0.4171793003380276,0.14197018933439476,0.069769486784935,0.8336613774299622,0.0818844635784626,0.39151595398783473,0.21447668365532158,0.018028102815151215,1.0026272535324097,0.022801680490374565,0.4699787129461748
174,RIO-JANEIRO,0.1276387079501832,0.027553051710128784,1.0312650203704834,0.03914076829329133,0.448417199701069,0.13485776703207686,0.049225110560655594,0.8695388436317444,0.06277038149535656,0.4171793003380276,0.14197018933439476,0.069769486784935,0.8336613774299622,0.0818844635784626,0.39151595398783473,0.21447668365532158,0.018028102815151215,1.0026272535324097,0.022801680490374565,0.4699787129461748
175,RIO-JANEIRO,0.1276387079501832,0.027553051710128784,1.0312650203704834,0.03914076829329133,0.448417199701069,0.13485776703207686,0.049225110560655594,0.8695388436317444,0.06277038149535656,0.4171793003380276,0.14197018933439476,0.069769486784935,0.8336613774299622,0.0818844635784626,0.39151595398783473,0.21447668365532158,0.018028102815151215,1.0026272535324097,0.022801680490374565,0.4699787129461748
176,RIO-JANEIRO,0.1276387079501832,0.027553051710128784,1.0312650203704834,0.03914076829329133,0.448417199701069,0.13485776703207686,0.049225110560655594,0.8695388436317444,0.06277038149535656,0.4171793003380276,0.14197018933439476,0.069769486784935,0.8336613774299622,0.0818844635784626,0.39151595398783473,0.21447668365532158,0.018028102815151215,1.0026272535324097,0.022801680490374565,0.4699787129461748
177,RIO-JANEIRO,0.1276387079501832,0.027553051710128784,1.0312650203704834,0.03914076829329133,0.448417199701069,0.13485776703207686,0.049225110560655594,0.8695388436317444,0.06277038149535656,0.4171793003380276,0.14197018933439476,0.069769486784935,0.8336613774299622,0.0818844635784626,0.39151595398783473,0.21447668365532158,0.018028102815151215,1.0026272535324097,0.022801680490374565,0.4699787129461748
